#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-06-14T21:10:08 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62a8f53d18970b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=37	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJS/244/21&tab:{J/ApJS/244/21/table3}&key:source=J/ApJS/244/21&HTTPPRM:&&-ref=VIZ62a8f53d18970b&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/244/21/table3
#-order=I
#-out=KIC
#-out=Kpmag
#-out=Q
#-out=Teff
#-out=E_Teff
#-out=e_Teff
#-out=logg
#-out=E_logg
#-out=e_logg
#-out=Mass
#-out=E_Mass
#-out=e_Mass
#-out=Prot
#-out=E_Prot
#-out=Sph
#-out=E_Sph
#-out=Fl1
#-out=DMK
#-out=Fl2
#-out=Fl3
#-out=Fl4
#-out=Fl5
#-out=M17
#M17=M17
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_22440021
#Name: J/ApJS/244/21
#Title: Surface rotation & activity of Kepler stars. I. (Santos+, 2019)
#Table	J_ApJS_244_21_table3:
#Name: J/ApJS/244/21/table3
#Title: Stellar properties for stars with successfully recovered rotation period
#Column	KIC	(I8)	[892834/12984138] Kepler Input Catalog ID	[ucd=meta.id;meta.main]
#Column	Kpmag	(F6.3)	[9/20]? Kepler magnitude	[ucd=phot.mag;em.opt]
#Column	Q	(A5)	First and last observed Kepler Quarters	[ucd=meta.note]
#Column	Teff	(I4)	[2500/5199] Effective temperature	[ucd=phys.temperature.effective]
#Column	E_Teff	(I3)	[0/636] Upper uncertainty on Teff	[ucd=stat.error;stat.max]
#Column	e_Teff	(I3)	[0/706] Lower uncertainty on Teff	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F6.3)	[4.3/5.4] Log surface gravity	[ucd=phys.gravity]
#Column	E_logg	(F6.3)	[0/0.3] Upper uncertainty on logg	[ucd=stat.error;stat.max]
#Column	e_logg	(F6.3)	[0/0.9] Lower uncertainty on logg	[ucd=stat.error]
#Column	Mass	(F6.3)	[0.08/1] Mass	[ucd=phys.mass]
#Column	E_Mass	(F6.3)	[0/0.2] Upper uncertainty on Mass	[ucd=stat.error;stat.max]
#Column	e_Mass	(F6.3)	[0/0.3] Lower uncertainty on Mass	[ucd=stat.error;phys.mass]
#Column	Prot	(F6.2)	[0.2/143.1] Rotation period	[ucd=time.period]
#Column	E_Prot	(F5.2)	[0.03/14]? Uncertainty on Prot	[ucd=stat.error;stat.max]
#Column	Sph	(F7.1)	[1.6/65595.7] Photometric activity proxy	[ucd=spect.index]
#Column	E_Sph	(F7.1)	[2.9/11377.5] Uncertainty on Sph	[ucd=stat.error;stat.max]
#Column	Fl1	(I1)	[1]? CP/CB candidate flag (1=Type 1 CP/CB candidate) (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	DMK	(F6.3)	[-1.3/0.8]? Luminosity excess correction (G1)	[ucd=phot.color.excess]
#Column	Fl2	(I1)	[0/1]? GAIA binary flag (G2) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl3	(I1)	[0/1]? GAIA subgiant flag (G3) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl4	(I1)	[0/1]? KOI flag (G4) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl5	(I1)	[0/2]? FliPer Class flag (G5) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	M17	(A3)	Display the data from the KSPC DR25 (Mathur+, 2017, J/ApJS/229/30)	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Position from KIC catalog (V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position from KIC catalog (V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
KIC	Kpmag	Q	Teff	E_Teff	e_Teff	logg	E_logg	e_logg	Mass	E_Mass	e_Mass	Prot	E_Prot	Sph	E_Sph	Fl1	DMK	Fl2	Fl3	Fl4	Fl5	M17	Simbad	_RA	_DE
12056765	14.715	 1-17	4228	129	142	 4.615	 0.049	 0.018	 0.667	 0.047	 0.057	 20.07	 1.89	 1500.4	   48.9	 	      	 	 	 	0	M17	Simbad	288.59766	+50.54239
12057006	15.675	 1-17	5008	151	151	 4.525	 0.078	 0.048	 0.756	 0.087	 0.055	 35.92	 5.14	  940.5	   28.7	 	      	0	0	 	0	M17	Simbad	288.74207	+50.57170
12058326	14.224	 1-17	5175	138	153	 4.632	 0.033	 0.083	 0.772	 0.073	 0.081	 28.98	 3.57	  697.3	   20.4	 	      	0	0	 	0	M17	Simbad	289.45285	+50.59609
12058533	16.452	 9- 9	3585	 72	 86	 4.868	 0.055	 0.045	 0.406	 0.044	 0.066	 18.99	 1.60	 1462.9	  111.6	 	      	0	0	 	0	M17	Simbad	289.59192	+50.56937
12058817	13.149	 0-17	4911	146	131	 4.564	 0.066	 0.048	 0.700	 0.090	 0.053	 12.79	 0.96	 3154.4	  116.2	 	      	0	0	 	0	M17	Simbad	289.75467	+50.54862
12058951	16.083	 9- 9	3945	 79	 95	 4.730	 0.024	 0.036	 0.569	 0.023	 0.035	 11.22	 0.89	  705.6	   63.4	 	      	 	 	 	0	M17	Simbad	289.83920	+50.50740
12059261	15.633	 2- 3	3274	 42	 36	 5.044	 0.044	 0.040	 0.202	 0.038	 0.026	 54.08	 4.70	 8859.9	  341.7	 	      	0	0	 	0	M17	Simbad	289.99582	+50.58486
12059743	16.749	 5- 5	5014	179	179	 4.591	 0.025	 0.080	 0.882	 0.043	 0.092	 15.95	 1.69	  153.0	   58.7	 	      	1	0	 	0	M17	Simbad	290.26428	+50.56368
12059865	15.482	 1-17	5119	154	154	 4.591	 0.028	 0.083	 0.879	 0.044	 0.087	 24.03	 1.80	 5201.5	  144.9	 	      	0	0	 	0	M17	Simbad	290.34369	+50.53792
12059995	15.707	 1-17	4754	143	129	 4.508	 0.084	 0.065	 0.791	 0.046	 0.041	 18.34	 1.44	 2761.0	   94.9	 	      	0	0	 	0	M17	Simbad	290.42325	+50.51646
12060547	15.332	 1-17	4517	121	134	 4.618	 0.030	 0.033	 0.720	 0.047	 0.063	 28.38	 2.01	 1961.8	   54.7	 	      	0	0	 	0	M17	Simbad	290.76541	+50.56164
12060602	15.311	 1-17	4987	151	136	 4.531	 0.078	 0.058	 0.742	 0.093	 0.057	 14.69	 1.15	 2414.1	   91.0	 	      	0	0	 	0	M17	Simbad	290.81262	+50.51160
12060710	14.472	 1-17	3598	 46	 50	 4.834	 0.035	 0.028	 0.435	 0.029	 0.036	 16.42	 1.37	 2977.8	   99.8	 	      	 	 	 	0	M17	Simbad	290.87823	+50.59307
12060779	15.411	 1-17	4256	127	140	 4.676	 0.063	 0.027	 0.549	 0.061	 0.046	 16.76	 1.50	 1451.0	   55.8	 	      	0	0	 	0	M17	Simbad	290.92902	+50.52011
12060830	14.646	 1-17	4324	129	129	 4.639	 0.049	 0.024	 0.612	 0.066	 0.055	 20.35	 1.62	  962.8	   33.1	 	      	0	0	 	0	M17	Simbad	290.96417	+50.55339
12060925	15.374	 1-17	4464	133	133	 4.656	 0.032	 0.039	 0.650	 0.063	 0.057	 30.00	 2.27	 1282.1	   37.6	 	      	0	0	 	0	M17	Simbad	291.03076	+50.54807
12061183	15.035	 1-17	4638	125	139	 4.643	 0.059	 0.027	 0.598	 0.063	 0.034	 17.84	 1.30	 3871.2	  125.1	 	      	0	0	 	0	M17	Simbad	291.20303	+50.58454
12061325	14.770	 1-17	4195	113	138	 4.663	 0.059	 0.027	 0.571	 0.063	 0.051	 28.98	 2.29	 2817.6	   72.2	 	      	0	0	 	0	M17	Simbad	291.28470	+50.50048
12061376	15.020	 1-17	4406	119	132	 4.622	 0.046	 0.025	 0.645	 0.062	 0.057	 39.31	 3.96	 1436.4	   34.6	 	      	0	0	 	0	M17	Simbad	291.31760	+50.55692
12061443	15.673	 1-17	5192	171	155	 4.574	 0.026	 0.104	 0.897	 0.053	 0.091	 23.54	 1.68	 3316.2	   98.1	 	      	0	0	 	0	M17	Simbad	291.36154	+50.58849
12061969	15.753	 1-17	5081	166	136	 4.596	 0.028	 0.083	 0.864	 0.049	 0.085	 18.99	 1.48	 5913.5	  186.2	 	      	0	0	1	0	M17	Simbad	291.65952	+50.58388
12061985	15.983	 1-17	4997	179	164	 4.591	 0.025	 0.070	 0.856	 0.049	 0.078	 27.80	 2.13	 2008.7	   61.2	 	      	0	0	 	0	M17	Simbad	291.67020	+50.54988
12062049	15.598	 1-17	4485	121	134	 4.666	 0.024	 0.048	 0.685	 0.054	 0.072	 14.49	 1.11	 3129.7	  118.0	 	      	0	0	 	0	M17	Simbad	291.70737	+50.55559
12062060	15.790	 4-17	5151	180	180	 4.602	 0.024	 0.090	 0.874	 0.050	 0.099	 13.90	 1.10	  971.4	   48.5	 	      	0	0	 	0	M17	Simbad	291.71045	+50.56380
12062136	16.408	 5-17	4906	186	169	 4.582	 0.036	 0.054	 0.792	 0.062	 0.069	 12.69	 0.50	 1862.8	  132.8	 	      	0	0	 	0	M17	Simbad	291.75568	+50.50624
12062263	14.550	 1-17	4425	119	133	 4.627	 0.052	 0.024	 0.623	 0.068	 0.051	 12.53	 0.97	 2597.8	  100.9	 	      	0	0	 	0	M17	Simbad	291.83725	+50.57756
12062354	15.511	 1-17	3753	 59	 66	 4.802	 0.031	 0.035	 0.489	 0.023	 0.034	 38.50	 3.00	  641.7	   20.7	 	      	0	0	 	0	M17	Simbad	291.89063	+50.59218
12062438	15.360	 1-17	4491	121	134	 4.608	 0.039	 0.028	 0.713	 0.047	 0.058	 27.98	 2.66	  381.6	   17.1	 	      	0	0	 	0	M17	Simbad	291.94754	+50.53049
12062543	15.232	 1-17	5092	151	151	 4.602	 0.072	 0.044	 0.645	 0.076	 0.032	 25.40	 2.51	  593.3	   22.6	 	      	0	0	 	0	M17	Simbad	292.00720	+50.53484
12065642	15.922	 1-17	4214	126	139	 4.650	 0.060	 0.024	 0.588	 0.065	 0.053	 21.21	 1.91	 1333.0	   50.6	 	      	0	0	 	2	M17	Simbad	293.67947	+50.54424
12066230	15.726	 2-17	4756	128	142	 4.603	 0.059	 0.032	 0.650	 0.080	 0.043	 26.30	 2.24	 1033.7	   36.3	 	      	0	0	 	0	M17	Simbad	293.93488	+50.54022
12066335	15.385	 1-17	4077	 81	 81	 4.702	 0.027	 0.027	 0.576	 0.031	 0.035	 23.05	 1.78	 1643.5	   52.6	 	      	0	0	0	0	M17	Simbad	293.97336	+50.53191
12066507	15.353	 1-17	4985	151	136	 4.612	 0.036	 0.063	 0.771	 0.064	 0.078	 14.59	 1.21	 1856.6	   72.9	 	      	0	0	 	0	M17	Simbad	294.04947	+50.57355
12066569	15.855	 1-17	3899	 78	 78	 4.713	 0.039	 0.021	 0.528	 0.036	 0.030	 17.96	 1.35	 1648.5	   63.8	 	      	0	0	0	0	M17	Simbad	294.08307	+50.50277
12066601	15.990	 1-17	5027	151	136	 4.644	 0.030	 0.070	 0.750	 0.064	 0.078	 13.33	 1.10	  792.6	   45.9	 	      	0	0	 	0	M17	Simbad	294.09930	+50.51962
12066749	13.007	 0-17	4377	117	143	 4.707	 0.054	 0.032	 0.531	 0.045	 0.037	 21.96	 1.64	 3580.4	  100.1	 	      	0	0	 	0	M17	Simbad	294.15833	+50.52007
12067073	15.975	 2-17	5176	171	155	 4.595	 0.030	 0.090	 0.852	 0.064	 0.092	 28.38	 4.20	 1174.5	   40.5	 	      	0	0	 	0	M17	Simbad	294.33282	+50.58232
12067439	15.463	 1-17	4846	146	146	 4.569	 0.060	 0.035	 0.716	 0.081	 0.054	 15.75	 1.17	 2107.2	   79.1	 	      	0	0	 	0	M17	Simbad	294.50595	+50.55763
12067688	15.927	 1-17	4694	140	126	 4.573	 0.048	 0.028	 0.746	 0.058	 0.058	 21.51	 1.90	 1939.6	   67.1	 	      	0	0	 	0	M17	Simbad	294.62756	+50.59256
12068213	15.609	 1-17	4955	166	151	 4.621	 0.030	 0.070	 0.798	 0.057	 0.085	 20.92	 1.70	 3221.7	  100.9	 	      	0	0	 	0	M17	Simbad	294.85391	+50.53509
12068968	13.053	 1-17	4995	136	136	 4.571	 0.072	 0.044	 0.684	 0.093	 0.043	 30.42	 3.18	 1164.2	   29.1	 	      	 	 	 	0	M17	Simbad	295.22256	+50.55601
12069567	13.898	 1-17	4873	145	130	 4.530	 0.072	 0.044	 0.757	 0.073	 0.054	 41.27	 7.43	  818.6	   19.0	 	      	0	0	 	0	M17	Simbad	295.52853	+50.57151
12069604	15.689	 1-17	5162	153	153	 4.611	 0.033	 0.083	 0.817	 0.066	 0.095	 21.65	 0.83	 1067.3	   57.4	 	      	0	0	 	0	M17	Simbad	295.54306	+50.54892
12069640	16.420	 9- 9	3819	 45	 53	 4.764	 0.018	 0.033	 0.531	 0.019	 0.027	 14.80	 1.07	 2017.3	  138.4	 	      	0	0	 	0	M17	Simbad	295.56247	+50.52849
12069896	14.303	 1-17	5185	156	140	 4.571	 0.078	 0.052	 0.673	 0.090	 0.032	 24.20	 1.95	 1395.8	   40.7	 	      	0	0	 	0	M17	Simbad	295.66336	+50.50312
12069926	15.972	 4-17	4651	167	167	 4.635	 0.054	 0.032	 0.608	 0.074	 0.040	 11.45	 0.77	 2840.0	  126.7	 	      	0	0	 	0	M17	Simbad	295.67374	+50.59326
12070182	15.942	 1-17	4455	121	134	 4.636	 0.035	 0.032	 0.668	 0.060	 0.060	 37.71	 3.82	 1014.6	   31.5	 	      	0	0	 	2	M17	Simbad	295.78152	+50.54705
12071053	15.766	 1-17	4447	154	154	 4.624	 0.021	 0.039	 0.767	 0.028	 0.064	  2.80	 0.19	22473.6	 1751.9	1	-0.197	0	0	 	2	M17	Simbad	296.12872	+50.53922
12071626	15.720	 1-17	5188	155	155	 4.599	 0.026	 0.104	 0.882	 0.057	 0.092	 28.97	 1.24	  504.3	   31.1	 	      	0	0	 	0	M17	Simbad	296.35443	+50.52838
12071637	14.462	 1-17	4361	116	129	 4.604	 0.049	 0.018	 0.671	 0.057	 0.051	 21.07	 1.55	  563.2	   20.8	 	      	0	0	 	0	M17	Simbad	296.35770	+50.51103
12071926	15.421	 1-17	4904	145	145	 4.599	 0.027	 0.063	 0.831	 0.042	 0.079	 38.24	 4.54	  504.5	   17.4	 	      	1	0	 	0	M17	Simbad	296.47369	+50.53659
12072156	14.185	 1-17	4366	118	131	 4.637	 0.030	 0.033	 0.684	 0.045	 0.060	 20.07	 1.65	 1345.9	   42.9	 	      	0	0	 	0	M17	Simbad	296.57724	+50.56238
12072357	14.862	 1-17	4958	151	136	 4.612	 0.041	 0.054	 0.724	 0.078	 0.064	 28.38	 1.96	  519.7	   18.1	 	      	0	0	 	0	M17	Simbad	296.65915	+50.51618
12072637	15.852	 4-17	3407	 45	 45	 4.923	 0.052	 0.032	 0.320	 0.043	 0.043	 29.59	 2.42	 1491.6	   46.0	 	      	0	0	 	0	M17	Simbad	296.77078	+50.50386
12072886	15.282	 1-17	4786	143	129	 4.512	 0.080	 0.112	 0.791	 0.051	 0.046	 16.76	 1.44	 1941.5	   70.2	 	      	0	0	 	0	M17	Simbad	296.86694	+50.59765
12073073	14.156	 1-17	4297	115	140	 4.673	 0.063	 0.027	 0.553	 0.061	 0.041	 25.76	 1.97	 2172.3	   58.6	 	      	0	0	 	0	M17	Simbad	296.94113	+50.54144
12073273	13.311	 0-17	4874	174	174	 4.536	 0.066	 0.044	 0.776	 0.067	 0.060	 34.22	 6.20	  825.5	   20.3	 	      	0	0	 	0	M17	Simbad	297.01514	+50.56813
12073498	15.520	 1-17	4907	146	131	 4.573	 0.054	 0.041	 0.732	 0.081	 0.061	  4.95	 0.36	  260.9	   35.8	 	      	 	 	 	0	M17	Simbad	297.09604	+50.59344
12073568	14.542	 1-17	5190	154	154	 4.493	 0.100	 0.100	 0.766	 0.107	 0.058	  7.45	 0.53	 5965.3	  288.4	 	      	0	0	 	0	M17	Simbad	297.13043	+50.50233
12102104	14.100	 1-17	3971	 71	 79	 4.716	 0.020	 0.030	 0.577	 0.023	 0.029	 36.68	 5.75	  908.3	   25.7	 	      	0	0	 	0	M17	Simbad	285.96118	+50.65773
12102169	15.191	 1-17	3827	 69	 76	 4.728	 0.036	 0.021	 0.526	 0.027	 0.030	 32.15	 2.44	 1877.2	   59.6	 	      	0	0	 	0	M17	Simbad	285.99796	+50.65897
12102176	14.840	 1-17	4860	145	131	 4.615	 0.063	 0.036	 0.632	 0.078	 0.036	 21.07	 1.59	 2163.5	   74.0	 	      	0	0	 	0	M17	Simbad	286.00320	+50.64020
12102547	15.625	 1-17	5092	136	151	 4.671	 0.028	 0.077	 0.712	 0.068	 0.068	 19.66	 1.81	 1508.0	   63.3	 	      	0	0	 	0	M17	Simbad	286.22882	+50.65153
12102573	11.815	 0-17	4474	145	145	 4.561	 0.058	 0.018	 0.736	 0.041	 0.046	  2.71	 0.18	17558.2	 1392.0	 	-0.492	0	0	 	0	M17	Simbad	286.24792	+50.61843
12102598	14.789	 1-17	5092	153	153	 4.604	 0.028	 0.083	 0.841	 0.059	 0.088	 27.80	 2.27	 1833.4	   57.9	 	      	0	0	 	0	M17	Simbad	286.26205	+50.65285
12102905	15.333	 1-17	4674	153	153	 4.686	 0.052	 0.032	 0.559	 0.047	 0.027	  0.57	 0.04	27706.0	 4764.6	1	      	1	0	 	1	M17	Simbad	286.48337	+50.63378
12102994	16.737	 9- 9	3278	 42	 29	 5.088	 0.045	 0.045	 0.182	 0.033	 0.027	 27.61	 2.30	  541.4	   76.4	 	      	0	0	 	2	M17	Simbad	286.54398	+50.60231
12103027	15.713	 2-17	5171	163	163	 4.443	 0.104	 0.138	 0.891	 0.063	 0.057	 30.63	 3.07	 1011.4	   39.2	 	      	0	0	 	0	M17	Simbad	286.57404	+50.62001
12104366	16.331	 9- 9	3867	 46	 50	 4.733	 0.020	 0.022	 0.544	 0.020	 0.024	 22.27	 1.84	 2478.2	  158.8	 	      	 	 	 	2	M17	Simbad	287.59808	+50.61700
12104439	15.505	 1-17	5082	153	138	 4.611	 0.033	 0.077	 0.816	 0.065	 0.090	 31.05	 1.22	 1146.9	   48.9	 	      	0	0	 	0	M17	Simbad	287.65353	+50.69228
12104469	15.479	 1-17	4904	148	148	 4.535	 0.071	 0.052	 0.745	 0.085	 0.054	 20.63	 1.66	 4885.4	  147.4	 	      	0	0	 	0	M17	Simbad	287.67252	+50.65048
12104915	15.708	 1-17	3909	 62	 70	 4.739	 0.028	 0.039	 0.559	 0.032	 0.044	 26.30	 1.81	 2524.9	   73.3	 	      	0	0	 	2	M17	Simbad	287.94553	+50.68605
12105375	15.967	 1-17	5069	153	153	 4.611	 0.028	 0.083	 0.828	 0.059	 0.088	 30.85	 5.18	 1196.1	   39.3	 	      	0	0	 	0	M17	Simbad	288.23407	+50.68056
12105422	16.818	 9- 9	4374	152	167	 4.708	 0.065	 0.030	 0.525	 0.047	 0.039	 25.58	 2.90	 1906.5	  148.6	 	      	0	0	 	2	M17	Simbad	288.26318	+50.61596
12105651	15.935	 4-17	4212	149	164	 4.678	 0.065	 0.030	 0.547	 0.061	 0.051	 19.94	 1.73	  620.7	   32.0	 	      	0	0	 	0	M17	Simbad	288.40469	+50.63421
12105867	16.008	 9- 9	3364	 43	 40	 4.958	 0.048	 0.040	 0.278	 0.052	 0.034	  1.15	 0.08	 7708.9	  984.3	 	      	0	0	 	2	M17	Simbad	288.53952	+50.64916
12106121	16.516	 9- 9	3479	 52	 52	 4.875	 0.038	 0.031	 0.381	 0.038	 0.042	 22.74	 1.95	  515.5	   66.3	 	      	0	0	 	2	M17	Simbad	288.68829	+50.64517
12106894	12.557	 1-17	4627	166	166	 4.586	 0.059	 0.027	 0.682	 0.076	 0.057	 16.31	 1.58	  627.1	   23.8	 	      	1	0	 	0	M17	Simbad	289.15222	+50.62205
12107294	15.238	 1-17	5050	151	151	 4.529	 0.066	 0.060	 0.802	 0.078	 0.064	 35.68	 3.31	 1680.0	   42.4	 	      	0	0	 	0	M17	Simbad	289.36172	+50.69931
12107315	15.688	 1-17	4471	133	133	 4.614	 0.052	 0.024	 0.640	 0.076	 0.051	 17.47	 1.58	 1273.6	   51.5	 	      	0	0	 	0	M17	Simbad	289.37631	+50.68498
12107317	15.739	 1-17	4232	126	126	 4.629	 0.053	 0.021	 0.622	 0.060	 0.054	 14.59	 1.10	 2164.5	   86.7	 	      	0	0	 	0	M17	Simbad	289.37878	+50.65058
12107430	14.031	 1-17	4427	133	119	 4.616	 0.049	 0.025	 0.647	 0.063	 0.051	 41.84	 6.18	  729.6	   17.3	 	      	0	0	 	0	M17	Simbad	289.44528	+50.61408
12107722	15.257	 1-17	4904	146	146	 4.629	 0.030	 0.065	 0.780	 0.054	 0.088	 39.59	 6.63	  696.4	   20.3	 	      	0	0	 	0	M17	Simbad	289.62131	+50.65203
12107750	15.491	 1-17	4372	118	131	 4.604	 0.052	 0.020	 0.661	 0.063	 0.052	 28.98	 2.32	 1569.8	   45.7	 	      	0	0	 	0	M17	Simbad	289.63620	+50.60468
12108281	15.230	 1-17	4407	132	132	 4.622	 0.049	 0.025	 0.631	 0.068	 0.051	 26.67	 1.91	 3502.6	   94.1	 	      	0	0	 	0	M17	Simbad	289.93643	+50.64622
12108431	15.696	 1-17	4214	113	139	 4.650	 0.056	 0.024	 0.588	 0.065	 0.053	 16.30	 1.26	 1401.8	   57.5	 	      	0	0	 	0	M17	Simbad	290.01883	+50.65560
12108566	16.531	 6- 9	3128	 78	 37	 5.181	 0.040	 0.128	 0.126	 0.063	 0.011	  2.76	 0.19	18203.9	 1463.1	 	      	0	0	 	2	M17	Simbad	290.09799	+50.62116
12108626	15.988	 2-17	4663	140	140	 4.594	 0.056	 0.028	 0.673	 0.077	 0.049	 33.71	 1.49	  203.3	   22.5	 	      	 	 	 	0	M17	Simbad	290.12900	+50.61129
12108985	14.834	 1-17	4231	127	127	 4.641	 0.052	 0.021	 0.601	 0.066	 0.049	 24.20	 2.28	 1333.3	   40.6	 	      	0	0	 	0	M17	Simbad	290.33646	+50.67057
12109176	14.918	 1-17	5000	164	149	 4.516	 0.060	 0.066	 0.864	 0.048	 0.058	 33.52	 4.36	 1515.0	   38.8	 	      	0	0	 	0	M17	Simbad	290.45978	+50.60931
12109472	15.957	 1-17	3695	 49	 44	 4.756	 0.032	 0.017	 0.497	 0.028	 0.023	 34.22	 2.61	 2613.1	   68.1	 	      	0	0	 	0	M17	Simbad	290.67523	+50.63961
12109935	13.611	 0-17	4913	148	133	 4.476	 0.110	 0.657	 0.818	 0.057	 0.047	 16.64	 1.24	 4786.3	  153.7	 	      	0	0	 	0	M17	Simbad	290.97543	+50.65875
12109987	14.424	 1-17	4348	131	131	 4.660	 0.059	 0.027	 0.569	 0.063	 0.042	 17.96	 1.49	 1308.9	   44.9	 	      	0	0	 	0	M17	Simbad	291.01068	+50.60730
12109999	15.414	 1-17	3928	 47	 51	 4.737	 0.017	 0.027	 0.546	 0.020	 0.026	 31.49	 2.49	 1861.0	   50.1	 	      	0	0	 	0	M17	Simbad	291.01926	+50.69008
12110075	15.529	 2- 3	4733	127	142	 4.512	 0.082	 0.779	 0.787	 0.045	 0.045	 36.18	 2.80	  834.5	   44.3	 	      	0	0	 	0	M17	Simbad	291.07913	+50.66689
12110164	15.000	 1-17	4943	148	148	 4.524	 0.066	 0.050	 0.820	 0.052	 0.057	 21.07	 2.04	  271.4	   14.7	 	      	 	 	 	0	M17	Simbad	291.13025	+50.68539
12110182	14.779	 1-17	4920	146	146	 4.606	 0.041	 0.050	 0.736	 0.075	 0.068	 30.21	 2.10	  521.1	   17.3	 	      	0	0	 	0	M17	Simbad	291.14487	+50.60852
12110286	15.884	 1-17	4960	164	149	 4.590	 0.023	 0.072	 0.880	 0.037	 0.086	 16.31	 1.59	 1110.4	   50.2	 	      	0	0	 	2	M17	Simbad	291.20667	+50.68652
12110355	15.921	 1-17	5063	152	152	 4.575	 0.033	 0.072	 0.819	 0.069	 0.076	 14.79	 1.07	 2984.0	  115.5	 	      	0	0	 	0	M17	Simbad	291.24353	+50.61739
12110418	14.856	 1-17	3942	 63	 63	 4.695	 0.030	 0.015	 0.560	 0.026	 0.023	 13.80	 0.93	 2047.9	   78.5	 	      	 	 	 	0	M17	Simbad	291.29031	+50.66058
12110500	15.188	 1-17	4815	145	130	 4.668	 0.027	 0.058	 0.690	 0.060	 0.067	 23.21	 2.26	   40.5	    8.7	 	      	0	0	 	0	M17	Simbad	291.33939	+50.69381
12110717	16.544	 5- 5	3806	 45	 53	 4.751	 0.024	 0.024	 0.525	 0.021	 0.027	 20.21	 1.48	  452.9	   65.4	 	      	0	0	 	2	M17	Simbad	291.48257	+50.62661
12110798	15.557	 1-17	4857	144	144	 4.598	 0.028	 0.056	 0.807	 0.042	 0.072	 17.59	 1.48	 1276.7	   50.3	 	      	0	0	 	0	M17	Simbad	291.54083	+50.65606
12110941	15.746	 1-17	3832	 61	 69	 4.771	 0.024	 0.033	 0.517	 0.023	 0.031	 37.19	 3.36	  680.6	   23.3	 	      	0	0	 	0	M17	Simbad	291.62152	+50.68893
12111067	15.857	 1-17	5086	151	151	 4.569	 0.071	 0.045	 0.686	 0.093	 0.043	 30.00	 2.63	 1021.2	   34.7	 	      	0	0	 	0	M17	Simbad	291.68915	+50.67374
12111159	15.631	 1-17	4218	142	142	 4.605	 0.052	 0.017	 0.674	 0.042	 0.052	 14.90	 1.45	 1254.7	   54.6	 	      	 	 	 	0	M17	Simbad	291.75098	+50.63203
12111274	16.704	 5- 9	4275	149	164	 4.653	 0.054	 0.027	 0.586	 0.069	 0.056	 13.80	 0.58	 1102.6	  111.5	 	      	0	0	 	2	M17	Simbad	291.81168	+50.68712
12111327	15.252	 1-17	4537	123	123	 4.648	 0.017	 0.056	 0.761	 0.029	 0.067	 35.18	 3.47	  957.4	   27.1	 	      	 	 	 	0	M17	Simbad	291.84601	+50.61111
12111335	14.493	 1-17	3972	 71	 71	 4.688	 0.035	 0.020	 0.568	 0.041	 0.037	 28.98	 2.10	 2173.1	   56.1	 	      	0	0	 	0	M17	Simbad	291.85071	+50.64397
12111492	15.212	 1-17	3813	 49	 49	 4.719	 0.028	 0.015	 0.540	 0.024	 0.022	 11.29	 0.81	 1363.1	   63.0	 	      	 	 	 	0	M17	Simbad	291.94049	+50.67985
12115387	14.480	 1-17	5093	152	137	 4.540	 0.052	 0.071	 0.826	 0.069	 0.069	 20.35	 1.80	 1535.7	   48.8	 	      	0	0	 	0	M17	Simbad	294.06943	+50.66419
12115473	14.520	 1-17	5015	151	136	 4.565	 0.072	 0.042	 0.691	 0.093	 0.043	 30.20	 1.40	  461.0	   21.4	 	      	 	 	 	0	M17	Simbad	294.10739	+50.67137
12115586	15.487	 1-17	4885	146	146	 4.572	 0.050	 0.041	 0.749	 0.075	 0.061	 25.05	 1.98	  757.4	   28.4	 	      	0	0	 	0	M17	Simbad	294.15811	+50.62584
12115807	15.897	 1-17	4411	119	133	 4.611	 0.053	 0.021	 0.646	 0.066	 0.053	 12.10	 0.83	 2400.2	  105.9	 	      	0	0	 	0	M17	Simbad	294.24631	+50.66325
